ntree,maxnodes,nodesize,mtry,accTa,accTe
80,1100,3,1,0.97007,0.90373
90,1100,3,1,0.96989,0.90353
100,1100,3,1,0.9698,0.9027
110,1100,3,1,0.96998,0.90291
120,1100,3,1,0.97051,0.90311
130,1100,3,1,0.97024,0.90394
140,1100,3,1,0.97024,0.90435
150,1100,3,1,0.97033,0.90394
160,1100,3,1,0.97042,0.90414
170,1100,3,1,0.97042,0.90249
180,1100,3,1,0.97024,0.90229
190,1100,3,1,0.97033,0.90332
200,1100,3,1,0.97077,0.90291
210,1100,3,1,0.97051,0.9027
220,1100,3,1,0.97068,0.90353
230,1100,3,1,0.97077,0.90373
240,1100,3,1,0.97077,0.90538
250,1100,3,1,0.97113,0.90682
260,1100,3,1,0.97086,0.90497
270,1100,3,1,0.97086,0.906
280,1100,3,1,0.97121,0.90662
290,1100,3,1,0.97095,0.90517
300,1100,3,1,0.97104,0.90497
10,1200,3,1,0.97501,0.88889
20,1200,3,1,0.9796,0.90105
30,1200,3,1,0.98084,0.90394
40,1200,3,1,0.98057,0.90456
50,1200,3,1,0.9811,0.90476
60,1200,3,1,0.98119,0.90559
70,1200,3,1,0.98208,0.90703
80,1200,3,1,0.98225,0.90806
90,1200,3,1,0.98225,0.90744
100,1200,3,1,0.98225,0.90744
110,1200,3,1,0.98278,0.90682
120,1200,3,1,0.98269,0.90682
130,1200,3,1,0.98278,0.90806
140,1200,3,1,0.98305,0.9095
150,1200,3,1,0.98322,0.90785
160,1200,3,1,0.98313,0.90703
170,1200,3,1,0.98393,0.90703
180,1200,3,1,0.98375,0.90724
190,1200,3,1,0.98375,0.906
200,1200,3,1,0.98375,0.90662
210,1200,3,1,0.98366,0.90559
220,1200,3,1,0.98384,0.90682
230,1200,3,1,0.98393,0.90641
240,1200,3,1,0.98384,0.90641
250,1200,3,1,0.98402,0.90785
260,1200,3,1,0.98402,0.90744
270,1200,3,1,0.98393,0.90765
280,1200,3,1,0.98375,0.90724
290,1200,3,1,0.98375,0.90703
300,1200,3,1,0.98402,0.90744
10,1300,3,1,0.97201,0.88724
20,1300,3,1,0.97766,0.8961
30,1300,3,1,0.98022,0.90146
40,1300,3,1,0.98057,0.90373
50,1300,3,1,0.98208,0.90641
60,1300,3,1,0.98216,0.90662
70,1300,3,1,0.98287,0.90559
80,1300,3,1,0.98322,0.90868
90,1300,3,1,0.98313,0.90868
100,1300,3,1,0.98305,0.90806
110,1300,3,1,0.98313,0.90703
120,1300,3,1,0.98375,0.90682
130,1300,3,1,0.98384,0.90765
140,1300,3,1,0.98384,0.90868
150,1300,3,1,0.98375,0.9095
160,1300,3,1,0.98375,0.90847
170,1300,3,1,0.98384,0.90888
180,1300,3,1,0.98375,0.90971
190,1300,3,1,0.98384,0.91053
200,1300,3,1,0.98393,0.91095
210,1300,3,1,0.98393,0.91012
220,1300,3,1,0.98384,0.90992
230,1300,3,1,0.98402,0.90847
240,1300,3,1,0.98411,0.9095
250,1300,3,1,0.98402,0.90992
260,1300,3,1,0.98411,0.91033
270,1300,3,1,0.98411,0.9093
280,1300,3,1,0.98402,0.9093
290,1300,3,1,0.98393,0.9093
300,1300,3,1,0.98393,0.90847
10,1400,3,1,0.97201,0.88724
20,1400,3,1,0.97766,0.8961
30,1400,3,1,0.98022,0.90146
40,1400,3,1,0.98057,0.90373
50,1400,3,1,0.98208,0.90641
60,1400,3,1,0.98216,0.90662
70,1400,3,1,0.98287,0.90559
80,1400,3,1,0.98322,0.90868
90,1400,3,1,0.98313,0.90868
100,1400,3,1,0.98305,0.90806
110,1400,3,1,0.98313,0.90703
120,1400,3,1,0.98375,0.90682
130,1400,3,1,0.98384,0.90765
140,1400,3,1,0.98384,0.90868
150,1400,3,1,0.98375,0.9095
160,1400,3,1,0.98375,0.90847
170,1400,3,1,0.98384,0.90888
180,1400,3,1,0.98375,0.90971
190,1400,3,1,0.98384,0.91053
200,1400,3,1,0.98393,0.91095
210,1400,3,1,0.98393,0.91012
220,1400,3,1,0.98384,0.90992
230,1400,3,1,0.98402,0.90847
240,1400,3,1,0.98411,0.9095
250,1400,3,1,0.98402,0.90992
260,1400,3,1,0.98411,0.91033
270,1400,3,1,0.98411,0.9093
280,1400,3,1,0.98402,0.9093
290,1400,3,1,0.98393,0.9093
300,1400,3,1,0.98393,0.90847
10,1500,3,1,0.97201,0.88724
20,1500,3,1,0.97766,0.8961
30,1500,3,1,0.98022,0.90146
40,1500,3,1,0.98057,0.90373
50,1500,3,1,0.98208,0.90641
60,1500,3,1,0.98216,0.90662
70,1500,3,1,0.98287,0.90559
80,1500,3,1,0.98322,0.90868
90,1500,3,1,0.98313,0.90868
100,1500,3,1,0.98305,0.90806
110,1500,3,1,0.98313,0.90703
120,1500,3,1,0.98375,0.90682
130,1500,3,1,0.98384,0.90765
140,1500,3,1,0.98384,0.90868
150,1500,3,1,0.98375,0.9095
160,1500,3,1,0.98375,0.90847
170,1500,3,1,0.98384,0.90888
180,1500,3,1,0.98375,0.90971
190,1500,3,1,0.98384,0.91053
200,1500,3,1,0.98393,0.91095
210,1500,3,1,0.98393,0.91012
220,1500,3,1,0.98384,0.90992
230,1500,3,1,0.98402,0.90847
240,1500,3,1,0.98411,0.9095
250,1500,3,1,0.98402,0.90992
260,1500,3,1,0.98411,0.91033
270,1500,3,1,0.98411,0.9093
280,1500,3,1,0.98402,0.9093
290,1500,3,1,0.98393,0.9093
300,1500,3,1,0.98393,0.90847
10,100,4,1,0.73634,0.72686
20,100,4,1,0.73572,0.72995
30,100,4,1,0.73581,0.73016
40,100,4,1,0.73625,0.72789
50,100,4,1,0.73987,0.73181
60,100,4,1,0.73987,0.72995
70,100,4,1,0.73704,0.7281
80,100,4,1,0.73828,0.73243
90,100,4,1,0.73881,0.73408
100,100,4,1,0.74013,0.73449
110,100,4,1,0.73881,0.73263
120,100,4,1,0.73978,0.73387
130,100,4,1,0.74057,0.73408
140,100,4,1,0.74004,0.73222
150,100,4,1,0.74013,0.73346
160,100,4,1,0.7404,0.73263
170,100,4,1,0.73969,0.73201
180,100,4,1,0.73792,0.73181
190,100,4,1,0.73819,0.73078
200,100,4,1,0.73845,0.73098
210,100,4,1,0.73704,0.72954
220,100,4,1,0.73766,0.73078
230,100,4,1,0.73766,0.73263
240,100,4,1,0.73863,0.73222
250,100,4,1,0.73863,0.73119
260,100,4,1,0.73784,0.73078
270,100,4,1,0.73837,0.73119
280,100,4,1,0.73792,0.73119
290,100,4,1,0.73784,0.7314
300,100,4,1,0.73819,0.73119
10,200,4,1,0.77386,0.75799
20,200,4,1,0.78737,0.76685
30,200,4,1,0.77943,0.76108
40,200,4,1,0.78278,0.76417
50,200,4,1,0.78808,0.76644
60,200,4,1,0.78985,0.76994
70,200,4,1,0.78843,0.76974
80,200,4,1,0.78728,0.76953
90,200,4,1,0.78675,0.7685
100,200,4,1,0.78499,0.76809
110,200,4,1,0.78508,0.7683
120,200,4,1,0.78578,0.76809
130,200,4,1,0.78623,0.77015
140,200,4,1,0.78578,0.76974
150,200,4,1,0.78508,0.76912
160,200,4,1,0.78517,0.76974
170,200,4,1,0.78455,0.76953
180,200,4,1,0.78561,0.77015
190,200,4,1,0.78543,0.76933
200,200,4,1,0.78499,0.76912
210,200,4,1,0.78543,0.7685
220,200,4,1,0.78525,0.7683
230,200,4,1,0.78525,0.76912
240,200,4,1,0.78614,0.76933
250,200,4,1,0.78561,0.77015
260,200,4,1,0.78658,0.76953
270,200,4,1,0.78684,0.77036
280,200,4,1,0.78764,0.77201
290,200,4,1,0.78799,0.77262
300,200,4,1,0.78693,0.77077
10,300,4,1,0.8143,0.7887
20,300,4,1,0.81642,0.792
30,300,4,1,0.81881,0.79344
40,300,4,1,0.81528,0.79283
50,300,4,1,0.81801,0.79365
60,300,4,1,0.82013,0.79612
70,300,4,1,0.82022,0.79612
80,300,4,1,0.82216,0.79633
90,300,4,1,0.82225,0.7986
100,300,4,1,0.8234,0.79963
110,300,4,1,0.82225,0.79963
120,300,4,1,0.82349,0.79963
130,300,4,1,0.82252,0.79819
140,300,4,1,0.82137,0.79716
150,300,4,1,0.82128,0.79839
160,300,4,1,0.82163,0.7986
170,300,4,1,0.82084,0.7988
180,300,4,1,0.82102,0.7988
190,300,4,1,0.82243,0.79984
200,300,4,1,0.82252,0.80045
210,300,4,1,0.82216,0.7988
220,300,4,1,0.82208,0.79612
230,300,4,1,0.8226,0.79674
240,300,4,1,0.82269,0.79839
250,300,4,1,0.82278,0.79777
260,300,4,1,0.82287,0.79777
270,300,4,1,0.82331,0.79819
280,300,4,1,0.82375,0.79819
290,300,4,1,0.8219,0.79798
300,300,4,1,0.82287,0.7986
10,400,4,1,0.83974,0.8021
20,400,4,1,0.84812,0.81694
30,400,4,1,0.84909,0.81653
40,400,4,1,0.84812,0.81756
50,400,4,1,0.84759,0.81427
60,400,4,1,0.84627,0.81447
70,400,4,1,0.84751,0.81633
80,400,4,1,0.84804,0.81591
90,400,4,1,0.84848,0.81571
100,400,4,1,0.84954,0.81715
110,400,4,1,0.85068,0.81818
120,400,4,1,0.84927,0.81633
130,400,4,1,0.84901,0.81571
140,400,4,1,0.85015,0.81612
150,400,4,1,0.84927,0.81674
160,400,4,1,0.85086,0.81901
170,400,4,1,0.85042,0.81839
180,400,4,1,0.85157,0.81859
190,400,4,1,0.8498,0.81942
200,400,4,1,0.85113,0.81777
210,400,4,1,0.85121,0.81839
220,400,4,1,0.85139,0.81921
230,400,4,1,0.85051,0.81798
240,400,4,1,0.85042,0.81839
250,400,4,1,0.85148,0.81942
260,400,4,1,0.85113,0.81777
270,400,4,1,0.85157,0.81962
280,400,4,1,0.85077,0.81942
290,400,4,1,0.85042,0.81921
300,400,4,1,0.85042,0.81921
10,500,4,1,0.86102,0.8221
20,500,4,1,0.86464,0.83014
30,500,4,1,0.86711,0.82787
40,500,4,1,0.86923,0.83467
50,500,4,1,0.86711,0.83488
60,500,4,1,0.86737,0.83509
70,500,4,1,0.86799,0.83632
80,500,4,1,0.86764,0.8357
90,500,4,1,0.87082,0.83818
100,500,4,1,0.87117,0.83797
110,500,4,1,0.87055,0.83777
120,500,4,1,0.86967,0.83715
130,500,4,1,0.87046,0.83777
140,500,4,1,0.87126,0.83838
150,500,4,1,0.87267,0.83818
160,500,4,1,0.87329,0.83838
170,500,4,1,0.87329,0.83818
180,500,4,1,0.87294,0.83941
190,500,4,1,0.87355,0.83983
200,500,4,1,0.87311,0.839
210,500,4,1,0.87302,0.83838
220,500,4,1,0.87426,0.84065
230,500,4,1,0.87408,0.84086
240,500,4,1,0.87461,0.84148
250,500,4,1,0.87461,0.83983
260,500,4,1,0.87541,0.84106
270,500,4,1,0.87497,0.84086
280,500,4,1,0.8747,0.84045
290,500,4,1,0.8755,0.84168
300,500,4,1,0.87576,0.84106
10,600,4,1,0.88424,0.83509
20,600,4,1,0.89033,0.8456
30,600,4,1,0.89563,0.85096
40,600,4,1,0.89748,0.85302
50,600,4,1,0.89792,0.85529
60,600,4,1,0.89828,0.85591
70,600,4,1,0.89713,0.85529
80,600,4,1,0.89872,0.85714
90,600,4,1,0.89845,0.85776
100,600,4,1,0.8989,0.85694
110,600,4,1,0.90093,0.85859
120,600,4,1,0.90057,0.85756
130,600,4,1,0.90093,0.859
140,600,4,1,0.90075,0.85817
150,600,4,1,0.9011,0.859
160,600,4,1,0.90155,0.85776
170,600,4,1,0.90181,0.8592
180,600,4,1,0.90278,0.86003
190,600,4,1,0.90208,0.86003
200,600,4,1,0.9019,0.86024
210,600,4,1,0.9011,0.86106
220,600,4,1,0.90163,0.85982
230,600,4,1,0.90075,0.86003
240,600,4,1,0.90128,0.86085
250,600,4,1,0.90075,0.859
260,600,4,1,0.90049,0.85941
270,600,4,1,0.90004,0.85879
280,600,4,1,0.89969,0.85797
290,600,4,1,0.89925,0.85817
300,600,4,1,0.89916,0.85817
10,700,4,1,0.89642,0.84271
20,700,4,1,0.90728,0.85549
30,700,4,1,0.91117,0.86188
40,700,4,1,0.91161,0.86188
50,700,4,1,0.91135,0.86436
60,700,4,1,0.91276,0.86601
70,700,4,1,0.91461,0.86559
80,700,4,1,0.91594,0.86745
90,700,4,1,0.91594,0.8691
100,700,4,1,0.91426,0.86766
110,700,4,1,0.91364,0.86766
120,700,4,1,0.91435,0.86827
130,700,4,1,0.91417,0.86807
140,700,4,1,0.91347,0.86663
150,700,4,1,0.914,0.86704
160,700,4,1,0.91461,0.86827
170,700,4,1,0.91426,0.86931
180,700,4,1,0.91435,0.86889
190,700,4,1,0.91558,0.87013
200,700,4,1,0.91541,0.86807
210,700,4,1,0.91426,0.86786
220,700,4,1,0.91479,0.86869
230,700,4,1,0.91382,0.86745
240,700,4,1,0.91435,0.86724
250,700,4,1,0.91444,0.86724
260,700,4,1,0.91417,0.86683
270,700,4,1,0.91444,0.86766
280,700,4,1,0.91408,0.86848
290,700,4,1,0.91435,0.86786
300,700,4,1,0.91444,0.86766
10,800,4,1,0.92406,0.86395
20,800,4,1,0.92945,0.87611
30,800,4,1,0.92892,0.87446
40,800,4,1,0.92989,0.87693
50,800,4,1,0.93033,0.87714
60,800,4,1,0.93051,0.87941
70,800,4,1,0.93086,0.87776
80,800,4,1,0.93113,0.87734
90,800,4,1,0.93121,0.87796
100,800,4,1,0.93148,0.87776
110,800,4,1,0.93157,0.87734
120,800,4,1,0.9306,0.8792
130,800,4,1,0.93077,0.87693
140,800,4,1,0.93077,0.87652
150,800,4,1,0.93051,0.87549
160,800,4,1,0.93077,0.87652
170,800,4,1,0.93104,0.87673
180,800,4,1,0.93157,0.87652
190,800,4,1,0.93086,0.8759
200,800,4,1,0.93068,0.87549
210,800,4,1,0.93121,0.87549
220,800,4,1,0.93121,0.87673
230,800,4,1,0.93166,0.87796
240,800,4,1,0.93192,0.87611
250,800,4,1,0.93174,0.87631
260,800,4,1,0.93219,0.87693
270,800,4,1,0.93219,0.87838
280,800,4,1,0.93174,0.87817
290,800,4,1,0.93201,0.87796
300,800,4,1,0.9321,0.87796
10,900,4,1,0.9404,0.87137
20,900,4,1,0.94587,0.88167
30,900,4,1,0.94746,0.88394
40,900,4,1,0.94693,0.88518
50,900,4,1,0.94799,0.88662
60,900,4,1,0.94852,0.88745
70,900,4,1,0.94861,0.8893
80,900,4,1,0.94861,0.89074
90,900,4,1,0.94852,0.89033
100,900,4,1,0.94861,0.89054
110,900,4,1,0.94914,0.89074
120,900,4,1,0.94949,0.89074
130,900,4,1,0.94985,0.88992
140,900,4,1,0.94976,0.8891
150,900,4,1,0.94967,0.8893
160,900,4,1,0.94958,0.8891
170,900,4,1,0.94958,0.89013
180,900,4,1,0.94967,0.88992
190,900,4,1,0.94976,0.88992
200,900,4,1,0.94923,0.88951
210,900,4,1,0.94985,0.88992
220,900,4,1,0.94932,0.89013
230,900,4,1,0.94932,0.89013
240,900,4,1,0.94914,0.88951
250,900,4,1,0.94923,0.89074
260,900,4,1,0.94976,0.89013
270,900,4,1,0.95011,0.88971
280,900,4,1,0.94976,0.89095
290,900,4,1,0.94958,0.89054
300,900,4,1,0.94976,0.89116
10,1000,4,1,0.95709,0.88477
20,1000,4,1,0.96035,0.89219
30,1000,4,1,0.96238,0.8959
40,1000,4,1,0.96406,0.89466
50,1000,4,1,0.96512,0.8994
60,1000,4,1,0.96477,0.89755
70,1000,4,1,0.9645,0.89672
80,1000,4,1,0.9645,0.89961
90,1000,4,1,0.96371,0.89796
100,1000,4,1,0.9638,0.89858
110,1000,4,1,0.96353,0.89817
120,1000,4,1,0.96424,0.89775
130,1000,4,1,0.96406,0.90064
140,1000,4,1,0.96442,0.90002
150,1000,4,1,0.96459,0.89961
160,1000,4,1,0.9645,0.89899
170,1000,4,1,0.96477,0.8992
180,1000,4,1,0.96459,0.89899
190,1000,4,1,0.96433,0.90023
200,1000,4,1,0.96406,0.90085
210,1000,4,1,0.96433,0.90064
220,1000,4,1,0.96433,0.90023
230,1000,4,1,0.96424,0.89981
240,1000,4,1,0.96468,0.89899
250,1000,4,1,0.96494,0.89878
260,1000,4,1,0.96468,0.89899
270,1000,4,1,0.96494,0.89899
280,1000,4,1,0.96477,0.90002
290,1000,4,1,0.96486,0.89981
300,1000,4,1,0.96494,0.89981
10,1100,4,1,0.96848,0.89013
20,1100,4,1,0.9721,0.89837
30,1100,4,1,0.97333,0.90188
40,1100,4,1,0.97519,0.90373
50,1100,4,1,0.97616,0.90353
60,1100,4,1,0.97581,0.90497
70,1100,4,1,0.97528,0.90538
80,1100,4,1,0.97536,0.90414
90,1100,4,1,0.97554,0.90703
100,1100,4,1,0.97554,0.90414
110,1100,4,1,0.97581,0.90476
120,1100,4,1,0.97581,0.9062
130,1100,4,1,0.97563,0.90662
140,1100,4,1,0.97545,0.90703
150,1100,4,1,0.97536,0.90476
160,1100,4,1,0.9751,0.90456
170,1100,4,1,0.97536,0.90311
180,1100,4,1,0.97536,0.90373
190,1100,4,1,0.97581,0.9062
200,1100,4,1,0.97572,0.90682
210,1100,4,1,0.97536,0.90641
220,1100,4,1,0.97554,0.90785
230,1100,4,1,0.97554,0.90682
240,1100,4,1,0.97554,0.90744
250,1100,4,1,0.97536,0.90909
260,1100,4,1,0.9751,0.90827
270,1100,4,1,0.97563,0.90992
280,1100,4,1,0.97519,0.9095
290,1100,4,1,0.97519,0.90909
300,1100,4,1,0.97563,0.9095
10,1200,4,1,0.97139,0.89281
20,1200,4,1,0.97572,0.89961
30,1200,4,1,0.9789,0.90414
40,1200,4,1,0.97969,0.90435
50,1200,4,1,0.9804,0.9062
60,1200,4,1,0.9804,0.90456
70,1200,4,1,0.98128,0.90538
80,1200,4,1,0.98093,0.90538
90,1200,4,1,0.98093,0.90456
100,1200,4,1,0.98155,0.90517
110,1200,4,1,0.9811,0.906
120,1200,4,1,0.98146,0.90579
130,1200,4,1,0.98137,0.90662
140,1200,4,1,0.98146,0.90662
150,1200,4,1,0.9819,0.90806
160,1200,4,1,0.98225,0.90806
170,1200,4,1,0.98234,0.90806
180,1200,4,1,0.98216,0.90785
190,1200,4,1,0.98216,0.90724
200,1200,4,1,0.98243,0.90765
210,1200,4,1,0.98216,0.90744
220,1200,4,1,0.98252,0.90827
230,1200,4,1,0.98269,0.90744
240,1200,4,1,0.98269,0.90744
250,1200,4,1,0.98252,0.90703
260,1200,4,1,0.98287,0.90682
270,1200,4,1,0.98269,0.90724
280,1200,4,1,0.98269,0.90724
290,1200,4,1,0.98269,0.90724
300,1200,4,1,0.9826,0.90868
10,1300,4,1,0.97139,0.89281
20,1300,4,1,0.97572,0.89961
30,1300,4,1,0.9789,0.90414
40,1300,4,1,0.97969,0.90435
50,1300,4,1,0.9804,0.9062
60,1300,4,1,0.9804,0.90456
70,1300,4,1,0.98128,0.90538
80,1300,4,1,0.98093,0.90538
90,1300,4,1,0.98093,0.90456
100,1300,4,1,0.98155,0.90517
110,1300,4,1,0.9811,0.906
120,1300,4,1,0.98146,0.90579
130,1300,4,1,0.98137,0.90662
140,1300,4,1,0.98146,0.90662
150,1300,4,1,0.9819,0.90806
160,1300,4,1,0.98225,0.90806
170,1300,4,1,0.98234,0.90806
180,1300,4,1,0.98216,0.90785
190,1300,4,1,0.98216,0.90724
200,1300,4,1,0.98243,0.90765
210,1300,4,1,0.98216,0.90744
220,1300,4,1,0.98252,0.90827
230,1300,4,1,0.98269,0.90744
240,1300,4,1,0.98269,0.90744
250,1300,4,1,0.98252,0.90703
260,1300,4,1,0.98287,0.90682
270,1300,4,1,0.98269,0.90724
280,1300,4,1,0.98269,0.90724
290,1300,4,1,0.98269,0.90724
300,1300,4,1,0.9826,0.90868
10,1400,4,1,0.97139,0.89281
20,1400,4,1,0.97572,0.89961
30,1400,4,1,0.9789,0.90414
40,1400,4,1,0.97969,0.90435
50,1400,4,1,0.9804,0.9062
60,1400,4,1,0.9804,0.90456
70,1400,4,1,0.98128,0.90538
80,1400,4,1,0.98093,0.90538
90,1400,4,1,0.98093,0.90456
100,1400,4,1,0.98155,0.90517
110,1400,4,1,0.9811,0.906
120,1400,4,1,0.98146,0.90579
130,1400,4,1,0.98137,0.90662
140,1400,4,1,0.98146,0.90662
150,1400,4,1,0.9819,0.90806
160,1400,4,1,0.98225,0.90806
170,1400,4,1,0.98234,0.90806
180,1400,4,1,0.98216,0.90785
190,1400,4,1,0.98216,0.90724
200,1400,4,1,0.98243,0.90765
210,1400,4,1,0.98216,0.90744
220,1400,4,1,0.98252,0.90827
230,1400,4,1,0.98269,0.90744
240,1400,4,1,0.98269,0.90744
250,1400,4,1,0.98252,0.90703
260,1400,4,1,0.98287,0.90682
270,1400,4,1,0.98269,0.90724
280,1400,4,1,0.98269,0.90724
290,1400,4,1,0.98269,0.90724
300,1400,4,1,0.9826,0.90868
10,1500,4,1,0.97139,0.89281
20,1500,4,1,0.97572,0.89961
30,1500,4,1,0.9789,0.90414
40,1500,4,1,0.97969,0.90435
50,1500,4,1,0.9804,0.9062
60,1500,4,1,0.9804,0.90456
70,1500,4,1,0.98128,0.90538
80,1500,4,1,0.98093,0.90538
90,1500,4,1,0.98093,0.90456
100,1500,4,1,0.98155,0.90517
110,1500,4,1,0.9811,0.906
120,1500,4,1,0.98146,0.90579
130,1500,4,1,0.98137,0.90662
140,1500,4,1,0.98146,0.90662
150,1500,4,1,0.9819,0.90806
160,1500,4,1,0.98225,0.90806
170,1500,4,1,0.98234,0.90806
180,1500,4,1,0.98216,0.90785
190,1500,4,1,0.98216,0.90724
200,1500,4,1,0.98243,0.90765
210,1500,4,1,0.98216,0.90744
220,1500,4,1,0.98252,0.90827
230,1500,4,1,0.98269,0.90744
240,1500,4,1,0.98269,0.90744
250,1500,4,1,0.98252,0.90703
260,1500,4,1,0.98287,0.90682
270,1500,4,1,0.98269,0.90724
280,1500,4,1,0.98269,0.90724
290,1500,4,1,0.98269,0.90724
300,1500,4,1,0.9826,0.90868
10,100,5,1,0.72857,0.72336
20,100,5,1,0.73845,0.72769
30,100,5,1,0.73545,0.72975
40,100,5,1,0.73678,0.72913
50,100,5,1,0.73581,0.73201
60,100,5,1,0.73386,0.73098
70,100,5,1,0.73616,0.73346
80,100,5,1,0.73598,0.73243
90,100,5,1,0.73395,0.73181
100,100,5,1,0.73589,0.73243
110,100,5,1,0.73616,0.73201
120,100,5,1,0.73687,0.73263
130,100,5,1,0.73713,0.73449
140,100,5,1,0.73669,0.73366
150,100,5,1,0.73713,0.73201
160,100,5,1,0.73792,0.73366
170,100,5,1,0.73766,0.73201
180,100,5,1,0.73695,0.73304
190,100,5,1,0.73563,0.73222
200,100,5,1,0.73616,0.7316
210,100,5,1,0.73501,0.73078
220,100,5,1,0.73581,0.73078
230,100,5,1,0.73554,0.73036
240,100,5,1,0.73616,0.73078
250,100,5,1,0.73519,0.73057
260,100,5,1,0.73704,0.73119
270,100,5,1,0.73695,0.73181
280,100,5,1,0.73678,0.73201
290,100,5,1,0.73722,0.7316
300,100,5,1,0.73678,0.73098
10,200,5,1,0.76989,0.74995
20,200,5,1,0.77581,0.76067
30,200,5,1,0.78199,0.76479
40,200,5,1,0.78384,0.77077
50,200,5,1,0.78773,0.77159
60,200,5,1,0.78746,0.77324
70,200,5,1,0.7902,0.77118
80,200,5,1,0.79011,0.77262
90,200,5,1,0.7894,0.77036
100,200,5,1,0.78985,0.77118
110,200,5,1,0.78834,0.77139
120,200,5,1,0.78843,0.77098
130,200,5,1,0.78605,0.77036
140,200,5,1,0.78578,0.77036
150,200,5,1,0.78552,0.77015
160,200,5,1,0.78614,0.76994
170,200,5,1,0.78578,0.77056
180,200,5,1,0.78402,0.77015
190,200,5,1,0.78446,0.77098
200,200,5,1,0.78446,0.77159
210,200,5,1,0.78481,0.77118
220,200,5,1,0.7849,0.77098
230,200,5,1,0.78552,0.77139
240,200,5,1,0.78675,0.77262
250,200,5,1,0.78799,0.77242
260,200,5,1,0.78649,0.77262
270,200,5,1,0.78799,0.77345
280,200,5,1,0.78781,0.77345
290,200,5,1,0.78764,0.77324
300,200,5,1,0.78861,0.77324
10,300,5,1,0.797,0.77242
20,300,5,1,0.81104,0.78541
30,300,5,1,0.81801,0.79283
40,300,5,1,0.82031,0.7953
50,300,5,1,0.82296,0.79592
60,300,5,1,0.82163,0.79386
70,300,5,1,0.82057,0.79344
80,300,5,1,0.8226,0.79489
90,300,5,1,0.8234,0.79448
100,300,5,1,0.82358,0.79386
110,300,5,1,0.82331,0.79777
120,300,5,1,0.82375,0.79592
130,300,5,1,0.8234,0.79489
140,300,5,1,0.82411,0.7953
150,300,5,1,0.82411,0.79592
160,300,5,1,0.82464,0.79777
170,300,5,1,0.82596,0.7986
180,300,5,1,0.82658,0.79819
190,300,5,1,0.82667,0.79757
200,300,5,1,0.82552,0.79736
210,300,5,1,0.82508,0.79571
220,300,5,1,0.82411,0.79592
230,300,5,1,0.82534,0.79592
240,300,5,1,0.82578,0.79551
250,300,5,1,0.82464,0.79571
260,300,5,1,0.82614,0.79592
270,300,5,1,0.82614,0.79551
280,300,5,1,0.82587,0.79695
290,300,5,1,0.82614,0.79736
300,300,5,1,0.82631,0.79695
10,400,5,1,0.84503,0.8021
20,400,5,1,0.85439,0.81571
30,400,5,1,0.85634,0.82354
40,400,5,1,0.85687,0.82189
50,400,5,1,0.85572,0.81818
60,400,5,1,0.85501,0.82169
70,400,5,1,0.85466,0.82107
80,400,5,1,0.8566,0.82272
90,400,5,1,0.85545,0.82334
100,400,5,1,0.85528,0.82169
110,400,5,1,0.85377,0.82189
120,400,5,1,0.85528,0.82354
130,400,5,1,0.85536,0.82251
140,400,5,1,0.85536,0.82395
150,400,5,1,0.85519,0.82313
160,400,5,1,0.85572,0.82334
170,400,5,1,0.85563,0.82272
180,400,5,1,0.85475,0.82354
190,400,5,1,0.85545,0.82354
200,400,5,1,0.85492,0.82313
210,400,5,1,0.85536,0.82395
220,400,5,1,0.85448,0.82395
230,400,5,1,0.85519,0.82375
240,400,5,1,0.85492,0.82292
250,400,5,1,0.85492,0.82395
260,400,5,1,0.85422,0.82354
270,400,5,1,0.85572,0.82395
280,400,5,1,0.85563,0.82354
290,400,5,1,0.85483,0.82127
300,400,5,1,0.85625,0.82334
10,500,5,1,0.86728,0.82457
20,500,5,1,0.87735,0.83694
30,500,5,1,0.87841,0.83797
40,500,5,1,0.88185,0.83962
50,500,5,1,0.87956,0.84065
60,500,5,1,0.87947,0.83941
70,500,5,1,0.88,0.83941
80,500,5,1,0.87885,0.83941
90,500,5,1,0.87991,0.84168
100,500,5,1,0.88115,0.8423
110,500,5,1,0.88053,0.84189
120,500,5,1,0.87965,0.84127
130,500,5,1,0.88088,0.84127
140,500,5,1,0.88079,0.84127
150,500,5,1,0.88115,0.84209
160,500,5,1,0.88009,0.84106
170,500,5,1,0.87974,0.84106
180,500,5,1,0.88071,0.84106
190,500,5,1,0.87991,0.84024
200,500,5,1,0.87947,0.84127
210,500,5,1,0.88026,0.84251
220,500,5,1,0.87965,0.8423
230,500,5,1,0.87938,0.8423
240,500,5,1,0.87938,0.84251
250,500,5,1,0.8785,0.84168
260,500,5,1,0.87859,0.84086
270,500,5,1,0.87912,0.84127
280,500,5,1,0.87921,0.84251
290,500,5,1,0.87912,0.84251
300,500,5,1,0.87938,0.84251
10,600,5,1,0.88389,0.8388
20,600,5,1,0.88901,0.84807
30,600,5,1,0.89528,0.85096
40,600,5,1,0.89678,0.8524
50,600,5,1,0.90093,0.85756
60,600,5,1,0.90234,0.86065
70,600,5,1,0.90322,0.86044
80,600,5,1,0.90234,0.86065
90,600,5,1,0.90234,0.85962
100,600,5,1,0.90216,0.86085
110,600,5,1,0.90313,0.86188
120,600,5,1,0.90137,0.86106
130,600,5,1,0.90031,0.8623
140,600,5,1,0.90119,0.86312
150,600,5,1,0.9011,0.86168
160,600,5,1,0.90075,0.86044
